"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Egypt, Arab Rep.","EGY",113192531,3.14518097619639,2,32,1,2,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,4,3,1,,0,1,2,4,4,4,2,3,2,2,0,0
"Egypt, Arab Rep.","EGY",172039205,1.98579459547373,1,70,1,2,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,4,5,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,4,1,2,3,2,4,,0,1,4,4,1,4,4,3,2,2,1,0
"Egypt, Arab Rep.","EGY",166019453,0.419916658375925,2,60,1,2,2,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,4,2,1,,0,1,4,1,4,4,4,3,2,2,1,0
"Egypt, Arab Rep.","EGY",111127712,0.443138751293239,1,52,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,4,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",116844508,0.34004460750468,2,36,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,7,,,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,3,3,1,1,4,2,,1,1,4,2,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",151468294,1.05463972950151,1,45,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,2,,1,0,4,4,4,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",153140611,0.77328065107809,2,80,1,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,2,4,2,1,,0,0,4,4,1,4,2,5,2,2,1,0
"Egypt, Arab Rep.","EGY",112101915,0.443138751293238,1,53,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",120024188,0.779766256712912,1,39,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,2,1,2,2,1,1,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",177646461,2.27807695472337,1,31,1,1,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,4,2,3,,0,1,4,1,4,4,4,3,1,2,1,0
"Egypt, Arab Rep.","EGY",210442112,1.81342321413693,1,30,3,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",128165507,0.592753223390627,1,29,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,1,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",148143370,2.1853483147082,2,30,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,3,,0,1,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",131082818,0.917660186038212,1,21,2,2,1,2,1,1,0,2,2,1,2,,1,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,2,4,4,4,4,3,1,1,1,0
"Egypt, Arab Rep.","EGY",179423534,0.636143250255433,2,22,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,2,,,,,1,1,,2,1,1,2,1,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,4,6,2,,1,1,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",134222338,2.8159512233981,1,34,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",195843514,2.08739332755305,1,54,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,4,2,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",151697556,0.917660186038212,1,20,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",169414851,2.1853483147082,2,29,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",171114050,2.41640679171309,1,23,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",204049801,0.239130298366603,1,55,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,3,2,1,4,3,2,,1,0,4,4,2,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",126784502,3.02722306524934,1,32,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",193357257,0.931161703494018,1,18,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",156214629,0.337646968104101,1,42,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,2,3,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,0,1,4,2,4,4,2,1,1,2,0,0
"Egypt, Arab Rep.","EGY",196531584,1.21925502491135,1,28,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",136957038,1.10414362336986,2,50,1,1,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,3,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",205127227,1.41857693881853,1,21,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,3,3,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",195134720,0.403401918819701,2,37,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,2,2,3,,0,0,2,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",141987632,0.435569257162595,2,36,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",137474174,1.31044840952929,1,31,3,5,1,2,1,1,0,1,1,1,1,1,2,1,1,2,,2,1,2,1,1,1,,,,,,,,,,,,,,2,1,,1,2,2,,,,2,2,,1,2,2,1,1,1,2,2,1,2,1,2,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,1,1,4,4,4,2,3,1,1,1,1
"Egypt, Arab Rep.","EGY",197280446,0.751525571575164,2,81,1,4,2,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",134268119,0.745700346056563,2,42,3,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",155844715,0.616918859109288,1,50,1,4,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,1,2,1,3,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,3,2,,,,,2,,,,,,1,1,3,5,2,1,,1,1,4,5,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",118330500,0.746619915569552,2,33,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",132160286,1.39786505291645,2,30,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,1,2,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",134818787,1.12728835736275,2,68,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,3,3,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,1,1,4,4,4,4,2,3,2,2,0,0
"Egypt, Arab Rep.","EGY",173932884,0.698932526458223,2,29,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,1,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,3,1,,0,1,4,4,4,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",185306603,0.368737238848301,2,42,2,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,4,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,1,3,3,,2,,0,0,1,4,4,4,2,5,1,1,1,0
"Egypt, Arab Rep.","EGY",113613684,3.14518097619639,2,17,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,3,2,,0,1,2,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",200840591,0.340843059589021,1,80,1,2,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,4,2,2,,0,1,4,4,1,4,4,3,1,2,1,0
"Egypt, Arab Rep.","EGY",189618899,1.71887042875592,1,45,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",166117976,0.722735637030625,1,61,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",145366402,2.25547165542992,2,16,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",111711254,0.573249589332702,2,25,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,3,3,2,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",178929091,1.21974278082132,1,16,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",118054540,0.365620347497512,2,35,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,2,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",173366060,0.232307408579859,1,56,2,5,2,2,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,4,2,3,,0,0,4,4,4,4,4,3,1,2,1,0
"Egypt, Arab Rep.","EGY",156120618,0.745700346056563,2,43,3,3,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,2,2,1,,0,0,1,4,4,4,2,5,1,1,1,0
"Egypt, Arab Rep.","EGY",199060614,0.816182599264772,2,18,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,3,4,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",185794553,0.611773457358808,1,19,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,2,,0,1,4,4,4,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",207795784,0.756074320968628,1,59,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,4,3,1,,0,1,4,4,4,4,2,3,2,2,0,0
"Egypt, Arab Rep.","EGY",164377288,1.64839925540952,2,42,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",117736915,1.1700934092321,2,22,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",207131650,1.48102462058613,1,40,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,4,3,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",205864872,0.414975638220445,1,73,2,5,2,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,3,3,3,3,,3,,0,0,4,1,1,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",183918285,0.232307408579859,2,38,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,2,2,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,2,2,1,,1,1,4,4,4,4,2,3,1,1,0,0
"Egypt, Arab Rep.","EGY",128193484,2.27807695472337,1,25,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",148818084,0.695797775851016,1,49,1,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,2,2,2,1,,0,1,4,1,4,4,2,3,2,2,1,0
"Egypt, Arab Rep.","EGY",201173248,1.11992987335433,2,29,2,3,1,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",133938249,0.425919395267142,1,35,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",196504334,0.794223398684997,1,26,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",170128453,0.389883128356456,1,35,3,5,2,2,1,1,0,2,2,1,1,1,2,2,1,2,,3,1,1,1,1,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,5,6,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,1,,0,0,4,4,4,4,2,5,1,1,1,1
"Egypt, Arab Rep.","EGY",124434068,3.14518097619639,2,15,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",129047828,0.573484532870091,1,35,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",137619202,0.298033424116411,1,35,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,2,2,,1,1,2,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",130023662,0.881619827458516,2,57,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,2,2,0,0
