"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Egypt, Arab Rep.","EGY",147799695,1.1464991786654,2,25,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",193179311,1.08487063255478,1,35,3,5,2,2,1,1,0,1,1,1,1,2,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,3,3,1,2,,0,0,4,1,4,4,4,5,1,2,1,0
"Egypt, Arab Rep.","EGY",132986364,0.699227320075523,2,70,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,1,2,,0,1,4,4,4,4,4,3,1,2,0,0
"Egypt, Arab Rep.","EGY",188260939,2.662782065985,1,29,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",175456075,1.08824346568636,2,17,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,4,3,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",194036931,0.843951527558354,1,15,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",131769609,0.914807085615987,1,18,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,4,3,2,3,,0,1,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",142907289,1.78161851725234,1,32,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,1,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",117186301,0.632153705502009,2,42,3,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",134365910,0.232307408579859,2,48,2,5,1,2,1,1,0,2,2,1,1,1,2,2,1,1,1,2,1,2,2,,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,1,1,2,,3,3,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,1,4,4,4,2,5,1,1,1,1
"Egypt, Arab Rep.","EGY",151815054,2.699905602411,2,50,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,1,2,4,4,4,2,3,1,1,0,0
"Egypt, Arab Rep.","EGY",127896208,1.36689951953426,2,30,3,5,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,1,4,4,4,4,5,1,1,1,0
"Egypt, Arab Rep.","EGY",194820740,0.365620347497512,2,38,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",160685683,0.779766256712912,1,42,3,5,1,2,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,1,,1,1,2,,,,2,2,,2,2,2,2,,2,3,1,1,1,,,1,2,1,2,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,2,4,2,,0,0,1,4,4,4,2,1,1,1,1,1
"Egypt, Arab Rep.","EGY",143266725,1.04254680203846,2,21,2,5,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,2,1,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,2,3,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,1,1,4,4,4,4,4,1,1,1,1,0
"Egypt, Arab Rep.","EGY",197984686,3.14518097619639,2,16,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",114986953,0.232307408579859,2,60,2,5,2,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,1,4,2,3,1,2,1,0
"Egypt, Arab Rep.","EGY",152055556,1.3897733322834,2,62,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",187829880,0.909250587336878,1,52,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",120207694,0.286624794666351,2,32,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,1,2,2,1,,0,1,2,4,4,4,4,3,1,2,0,0
"Egypt, Arab Rep.","EGY",150081904,0.596066848232821,1,35,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",117103597,1.04546297934132,2,17,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,1,2,,,,2,2,2,2,2,2,2,,2,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,0,0,2,4,4,4,4,1,1,2,0,0
"Egypt, Arab Rep.","EGY",139587722,1.25710688453218,2,33,3,4,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",179993603,1.3362269574347,2,30,2,4,1,2,1,1,0,1,2,1,2,,2,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,4,,3,,0,0,1,4,4,4,2,5,1,1,1,0
"Egypt, Arab Rep.","EGY",166872883,1.85075657732787,1,52,1,1,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,3,3,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,2,1,2,3,3,1,,0,1,4,1,1,4,2,3,2,2,1,0
"Egypt, Arab Rep.","EGY",167488965,0.794223398684998,1,34,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",207288461,1.58541353775215,2,16,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,4,2,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",165490661,0.810427732065362,1,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Egypt, Arab Rep.","EGY",159646633,0.498667509650872,1,50,1,4,2,1,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,1,1,2,1,1,,1,1,4,4,1,4,4,5,1,1,1,0
"Egypt, Arab Rep.","EGY",154011774,2.9830774810366,2,22,3,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,4,,2,,0,1,2,4,4,4,4,3,1,2,0,0
"Egypt, Arab Rep.","EGY",193826612,2.36929436849416,1,37,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,2,1,2,1,,0,0,4,4,4,2,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",121625252,3.14518097619639,2,30,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,4,1,1,,0,1,2,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",144218302,3.14518097619639,2,30,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,4,1,1,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,4,,2,,1,1,2,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",194988753,0.708840859785119,2,73,1,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,1,2,2,1,,2,,,,,,3,3,3,4,,3,,1,0,4,2,2,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",191579111,2.16232371242884,1,23,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",126178116,1.68868075392429,1,51,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,3,4,2,1,,0,1,4,4,4,2,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",180001611,0.232307408579859,2,57,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,2,2,2,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,1,1,4,4,4,4,2,3,1,2,0,0
"Egypt, Arab Rep.","EGY",184419105,1.39345118366448,2,56,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,1,2,2,1,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,2,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",147370708,2.70265447494207,1,36,1,1,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,1,2,2,,1,1,4,1,4,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",123898230,0.320135803718193,1,59,1,2,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,3,2,2,4,3,,0,0,4,4,1,4,4,5,1,2,1,0
"Egypt, Arab Rep.","EGY",126239801,0.6754986646083,2,52,3,5,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,1,1,1,1,2,2,2,1,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Egypt, Arab Rep.","EGY",121049733,1.55404957229437,2,33,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,4,2,2,,0,0,2,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",208475439,0.232307408579859,1,60,2,4,2,2,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,2,4,2,2,,0,0,4,4,1,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",192703957,0.270142577355121,1,21,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,4,2,2,,1,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",185039564,1.18815329433515,1,90,1,2,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,3,2,3,4,,1,,0,1,4,4,1,4,2,5,2,2,1,0
"Egypt, Arab Rep.","EGY",198304724,1.33681098041012,1,17,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,2,2,2,3,2,,0,0,4,4,4,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",136277948,0.914807085615987,1,18,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,2,1,,0,1,4,4,4,4,4,5,2,1,0,0
"Egypt, Arab Rep.","EGY",135479352,0.502495605099561,1,27,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",135797594,1.52276735478111,2,29,3,3,1,1,1,1,0,1,2,1,1,1,2,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,,2,2,1,2,1,,2,1,,2,2,2,1,,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,2,5,1,1,1,1
"Egypt, Arab Rep.","EGY",184832361,3.14518097619639,1,22,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,4,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,2,1,2,4,2,3,,0,1,2,2,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",186212263,0.436220468256732,2,21,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",133547755,0.376934714798238,2,70,1,5,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,2,4,2,2,,0,1,4,4,1,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",197747958,0.753743407649342,1,25,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,4,4,4,4,2,5,2,2,0,0
"Egypt, Arab Rep.","EGY",120926723,1.00260823530759,1,24,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Egypt, Arab Rep.","EGY",167108932,1.87161224197371,1,22,3,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Egypt, Arab Rep.","EGY",207720906,1.04254680203846,2,21,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",118018905,0.699227320075523,2,57,1,5,1,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",120011828,3.14518097619639,1,34,1,3,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,6,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,4,2,,1,1,4,4,4,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",114257852,0.573249589332702,2,28,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,2,2,2,1,,3,1,1,3,3,1,,0,1,2,4,4,2,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",153207318,0.232307408579859,2,68,2,5,2,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,3,3,1,2,2,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,3,3,3,4,,3,,1,0,4,4,2,4,2,2,1,1,0,0
"Egypt, Arab Rep.","EGY",156178012,0.83983331675185,2,71,1,3,2,2,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,4,2,1,,1,0,4,4,1,4,2,5,1,2,1,0
"Egypt, Arab Rep.","EGY",125672531,0.644522837496472,1,30,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,1,2,,,,2,2,2,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,3,1,1,0,0
"Egypt, Arab Rep.","EGY",158918521,0.4760632421626,1,35,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Egypt, Arab Rep.","EGY",137313832,0.232307408579859,2,80,2,5,2,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,2,3,3,3,,2,,1,1,4,4,2,4,2,5,1,2,0,0
"Egypt, Arab Rep.","EGY",162778631,1.19629291427543,2,15,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,1,4,4,4,4,2,3,1,1,0,0
"Egypt, Arab Rep.","EGY",120896156,0.859874383999053,2,25,2,3,1,2,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,1,4,3,2,,0,1,1,4,4,4,2,3,1,2,1,0
